"COUNTRY_AREA_TERRITORY","MMWR_WEEKSTARTDATE","flu_all","flu_vic","flu_ah5","flu_ah3","flu_ah1n12009","flu_ah1","flu_anot","flu_bnot","flu_byam","specimen","MMWR_WEEK","pos_rate"
"All Country",1996-12-29,0,0,0,0,0,0,0,0,0,0,1,0
"All Country",1997-01-05,0,0,0,0,0,0,0,0,0,0,0,0
"All Country",1997-01-12,0,0,0,0,0,0,0,0,0,0,0,0
"All Country",1997-01-19,0,0,0,0,0,0,0,0,0,0,4,0
"All Country",1997-01-26,0,0,0,0,0,0,0,0,0,0,5,0
"All Country",1997-02-02,0,0,0,0,0,0,0,0,0,0,0,0
"All Country",1997-02-09,0,0,0,0,0,0,0,0,0,0,0,0
"All Country",1997-02-16,0,0,0,0,0,0,0,0,0,0,0,0
"All Country",1997-02-23,0,0,0,0,0,0,0,0,0,0,9,0
"All Country",1997-03-02,0,0,0,0,0,0,0,0,0,0,10,0
"All Country",1997-03-09,0,0,0,0,0,0,0,0,0,0,11,0
"All Country",1997-03-16,0,0,0,0,0,0,0,0,0,0,12,0
"All Country",1997-03-23,0,0,0,0,0,0,0,0,0,0,13,0
"All Country",1997-03-30,0,0,0,0,0,0,0,0,0,0,14,0
"All Country",1997-04-06,0,0,0,0,0,0,0,0,0,0,15,0
"All Country",1997-04-13,0,0,0,0,0,0,0,0,0,0,16,0
"All Country",1997-04-20,0,0,0,0,0,0,0,0,0,0,17,0
"All Country",1997-04-27,0,0,0,0,0,0,0,0,0,0,18,0
"All Country",1997-05-04,0,0,0,0,0,0,0,0,0,0,0,0
"All Country",1997-05-11,0,0,0,0,0,0,0,0,0,0,0,0
"All Country",1997-05-18,0,0,0,0,0,0,0,0,0,0,0,0
"All Country",1997-05-25,0,0,0,0,0,0,0,0,0,0,22,0
"All Country",1997-06-01,0,0,0,0,0,0,0,0,0,0,0,0
"All Country",1997-06-08,0,0,0,0,0,0,0,0,0,0,0,0
"All Country",1997-06-15,0,0,0,0,0,0,0,0,0,0,0,0
"All Country",1997-06-22,0,0,0,0,0,0,0,0,0,0,26,0
"All Country",1997-06-29,0,0,0,0,0,0,0,0,0,0,27,0
"All Country",1997-07-06,0,0,0,0,0,0,0,0,0,0,28,0
"All Country",1997-07-13,0,0,0,0,0,0,0,0,0,0,29,0
"All Country",1997-07-20,0,0,0,0,0,0,0,0,0,0,30,0
"All Country",1997-07-27,0,0,0,0,0,0,0,0,0,0,31,0
"All Country",1997-08-03,0,0,0,0,0,0,0,0,0,0,32,0
"All Country",1997-08-10,0,0,0,0,0,0,0,0,0,0,0,0
"All Country",1997-08-17,0,0,0,0,0,0,0,0,0,0,34,0
"All Country",1997-08-24,0,0,0,0,0,0,0,0,0,0,35,0
"All Country",1997-08-31,0,0,0,0,0,0,0,0,0,0,36,0
"All Country",1997-09-07,0,0,0,0,0,0,0,0,0,0,37,0
"All Country",1997-09-14,0,0,0,0,0,0,0,0,0,0,38,0
"All Country",1997-09-21,0,0,0,0,0,0,0,0,0,0,39,0
"All Country",1997-09-28,0,0,0,0,0,0,0,0,0,0,40,0
"All Country",1997-10-05,0,0,0,0,0,0,0,0,0,0,41,0
"All Country",1997-10-12,0,0,0,0,0,0,0,0,0,0,42,0
"All Country",1997-10-19,0,0,0,0,0,0,0,0,0,0,43,0
"All Country",1997-10-26,0,0,0,0,0,0,0,0,0,0,44,0
"All Country",1997-11-02,0,0,0,0,0,0,0,0,0,0,0,0
"All Country",1997-11-09,0,0,0,0,0,0,0,0,0,0,0,0
"All Country",1997-11-16,0,0,0,0,0,0,0,0,0,0,47,0
"All Country",1997-11-23,0,0,0,0,0,0,0,0,0,0,48,0
"All Country",1997-11-30,0,0,0,0,0,0,0,0,0,0,0,0
"All Country",1997-12-07,0,0,0,0,0,0,0,0,0,0,0,0
"All Country",1997-12-14,8,0,0,0,0,0,8,0,0,48,51,16.67
"All Country",1997-12-21,0,0,0,0,0,0,0,0,0,0,0,0
"All Country",1997-12-28,0,0,0,0,0,0,0,0,0,0,0,0
"All Country",1998-01-04,0,0,0,0,0,0,0,0,0,0,0,0
"All Country",1998-01-11,0,0,0,0,0,0,0,0,0,0,0,0
"All Country",1998-01-18,2,0,0,0,0,0,2,0,0,77,3,2.6
"All Country",1998-01-25,0,0,0,0,0,0,0,0,0,0,0,0
"All Country",1998-02-01,0,0,0,0,0,0,0,0,0,0,0,0
"All Country",1998-02-08,0,0,0,0,0,0,0,0,0,0,0,0
"All Country",1998-02-15,0,0,0,0,0,0,0,0,0,0,7,0
"All Country",1998-02-22,0,0,0,0,0,0,0,0,0,0,0,0
"All Country",1998-03-01,0,0,0,0,0,0,0,0,0,0,0,0
"All Country",1998-03-08,0,0,0,0,0,0,0,0,0,0,0,0
"All Country",1998-03-15,0,0,0,0,0,0,0,0,0,0,0,0
"All Country",1998-03-22,14,0,0,0,0,0,14,0,0,0,12,0
"All Country",1998-03-29,0,0,0,0,0,0,0,0,0,0,0,0
"All Country",1998-04-05,0,0,0,0,0,0,0,0,0,0,0,0
"All Country",1998-04-12,3,0,0,3,0,0,0,0,0,0,15,0
"All Country",1998-04-19,9,0,0,0,0,0,9,0,0,0,16,0
"All Country",1998-04-26,0,0,0,0,0,0,0,0,0,0,17,0
"All Country",1998-05-03,0,0,0,0,0,0,0,0,0,0,0,0
"All Country",1998-05-10,0,0,0,0,0,0,0,0,0,0,0,0
"All Country",1998-05-17,0,0,0,0,0,0,0,0,0,0,20,0
"All Country",1998-05-24,0,0,0,0,0,0,0,0,0,0,0,0
"All Country",1998-05-31,0,0,0,0,0,0,0,0,0,0,0,0
"All Country",1998-06-07,0,0,0,0,0,0,0,0,0,0,0,0
"All Country",1998-06-14,0,0,0,0,0,0,0,0,0,0,0,0
"All Country",1998-06-21,0,0,0,0,0,0,0,0,0,0,0,0
"All Country",1998-06-28,0,0,0,0,0,0,0,0,0,0,26,0
"All Country",1998-07-05,0,0,0,0,0,0,0,0,0,0,0,0
"All Country",1998-07-12,0,0,0,0,0,0,0,0,0,0,28,0
"All Country",1998-07-19,10,0,0,0,0,0,10,0,0,0,29,0
"All Country",1998-07-26,1,0,0,1,0,0,0,0,0,0,30,0
"All Country",1998-08-02,0,0,0,0,0,0,0,0,0,0,31,0
"All Country",1998-08-09,0,0,0,0,0,0,0,0,0,0,32,0
"All Country",1998-08-16,0,0,0,0,0,0,0,0,0,0,33,0
"All Country",1998-08-23,0,0,0,0,0,0,0,0,0,0,34,0
"All Country",1998-08-30,0,0,0,0,0,0,0,0,0,0,35,0
"All Country",1998-09-06,0,0,0,0,0,0,0,0,0,0,36,0
"All Country",1998-09-13,0,0,0,0,0,0,0,0,0,0,37,0
"All Country",1998-09-20,0,0,0,0,0,0,0,0,0,0,38,0
"All Country",1998-09-27,0,0,0,0,0,0,0,0,0,0,39,0
"All Country",1998-10-04,0,0,0,0,0,0,0,0,0,0,40,0
"All Country",1998-10-11,0,0,0,0,0,0,0,0,0,0,41,0
"All Country",1998-10-18,0,0,0,0,0,0,0,0,0,0,42,0
"All Country",1998-10-25,0,0,0,0,0,0,0,0,0,0,43,0
"All Country",1998-11-01,0,0,0,0,0,0,0,0,0,0,44,0
"All Country",1998-11-08,0,0,0,0,0,0,0,0,0,0,45,0
"All Country",1998-11-15,0,0,0,0,0,0,0,0,0,0,46,0
"All Country",1998-11-22,0,0,0,0,0,0,0,0,0,0,47,0
"All Country",1998-11-29,0,0,0,0,0,0,0,0,0,0,48,0
"All Country",1998-12-06,0,0,0,0,0,0,0,0,0,0,49,0
"All Country",1998-12-13,0,0,0,0,0,0,0,0,0,0,50,0
"All Country",1998-12-20,0,0,0,0,0,0,0,0,0,0,51,0
"All Country",1998-12-27,0,0,0,0,0,0,0,0,0,0,52,0
"All Country",1999-01-03,0,0,0,0,0,0,0,0,0,0,1,0
"All Country",1999-01-10,0,0,0,0,0,0,0,0,0,0,2,0
"All Country",1999-01-17,0,0,0,0,0,0,0,0,0,0,3,0
"All Country",1999-01-24,0,0,0,0,0,0,0,0,0,0,4,0
"All Country",1999-01-31,0,0,0,0,0,0,0,0,0,0,5,0
"All Country",1999-02-07,0,0,0,0,0,0,0,0,0,0,6,0
"All Country",1999-02-14,0,0,0,0,0,0,0,0,0,0,7,0
"All Country",1999-02-21,0,0,0,0,0,0,0,0,0,0,8,0
"All Country",1999-02-28,0,0,0,0,0,0,0,0,0,0,9,0
"All Country",1999-03-07,0,0,0,0,0,0,0,0,0,0,10,0
"All Country",1999-03-14,0,0,0,0,0,0,0,0,0,0,11,0
"All Country",1999-03-21,0,0,0,0,0,0,0,0,0,0,12,0
"All Country",1999-03-28,0,0,0,0,0,0,0,0,0,0,0,0
"All Country",1999-04-04,0,0,0,0,0,0,0,0,0,0,0,0
"All Country",1999-04-11,0,0,0,0,0,0,0,0,0,0,15,0
"All Country",1999-04-18,0,0,0,0,0,0,0,0,0,0,16,0
"All Country",1999-04-25,0,0,0,0,0,0,0,0,0,0,17,0
"All Country",1999-05-02,0,0,0,0,0,0,0,0,0,0,18,0
"All Country",1999-05-09,0,0,0,0,0,0,0,0,0,0,19,0
"All Country",1999-05-16,0,0,0,0,0,0,0,0,0,0,20,0
"All Country",1999-05-23,0,0,0,0,0,0,0,0,0,0,21,0
"All Country",1999-05-30,0,0,0,0,0,0,0,0,0,0,22,0
"All Country",1999-06-06,0,0,0,0,0,0,0,0,0,0,23,0
"All Country",1999-06-13,0,0,0,0,0,0,0,0,0,0,24,0
"All Country",1999-06-20,0,0,0,0,0,0,0,0,0,0,25,0
"All Country",1999-06-27,0,0,0,0,0,0,0,0,0,0,26,0
"All Country",1999-07-04,0,0,0,0,0,0,0,0,0,0,27,0
"All Country",1999-07-11,0,0,0,0,0,0,0,0,0,0,28,0
"All Country",1999-07-18,0,0,0,0,0,0,0,0,0,0,29,0
"All Country",1999-07-25,0,0,0,0,0,0,0,0,0,0,0,0
"All Country",1999-08-01,0,0,0,0,0,0,0,0,0,0,0,0
"All Country",1999-08-08,0,0,0,0,0,0,0,0,0,0,0,0
"All Country",1999-08-15,0,0,0,0,0,0,0,0,0,0,0,0
"All Country",1999-08-22,0,0,0,0,0,0,0,0,0,0,0,0
"All Country",1999-08-29,0,0,0,0,0,0,0,0,0,0,0,0
"All Country",1999-09-05,0,0,0,0,0,0,0,0,0,0,0,0
"All Country",1999-09-12,0,0,0,0,0,0,0,0,0,0,37,0
"All Country",1999-09-19,0,0,0,0,0,0,0,0,0,0,38,0
"All Country",1999-09-26,0,0,0,0,0,0,0,0,0,0,39,0
"All Country",1999-10-03,0,0,0,0,0,0,0,0,0,0,40,0
"All Country",1999-10-10,0,0,0,0,0,0,0,0,0,0,41,0
"All Country",1999-10-17,0,0,0,0,0,0,0,0,0,0,42,0
"All Country",1999-10-24,0,0,0,0,0,0,0,0,0,0,43,0
"All Country",1999-10-31,0,0,0,0,0,0,0,0,0,0,44,0
"All Country",1999-11-07,0,0,0,0,0,0,0,0,0,0,45,0
"All Country",1999-11-14,0,0,0,0,0,0,0,0,0,0,46,0
"All Country",1999-11-21,0,0,0,0,0,0,0,0,0,0,47,0
"All Country",1999-11-28,0,0,0,0,0,0,0,0,0,0,48,0
"All Country",1999-12-05,0,0,0,0,0,0,0,0,0,0,49,0
"All Country",1999-12-12,0,0,0,0,0,0,0,0,0,0,50,0
"All Country",1999-12-19,0,0,0,0,0,0,0,0,0,0,51,0
"All Country",1999-12-26,2,0,0,0,0,2,0,0,0,2,52,100
"All Country",2000-01-02,2,0,0,0,0,2,0,0,0,0,1,0
"All Country",2000-01-09,7,0,0,1,0,0,6,0,0,0,2,0
"All Country",2000-01-16,3,0,0,0,0,2,1,0,0,7,3,42.86
"All Country",2000-01-23,5,0,0,0,0,5,0,0,0,10,4,50
"All Country",2000-01-30,2,0,0,0,0,2,0,0,0,9,5,22.22
"All Country",2000-02-06,0,0,0,0,0,0,0,0,0,4,6,0
"All Country",2000-02-13,0,0,0,0,0,0,0,0,0,6,7,0
"All Country",2000-02-20,0,0,0,0,0,0,0,0,0,3,8,0
"All Country",2000-02-27,0,0,0,0,0,0,0,0,0,2,9,0
"All Country",2000-03-05,0,0,0,0,0,0,0,0,0,3,10,0
"All Country",2000-03-12,2,0,0,0,0,2,0,0,0,0,11,0
"All Country",2000-03-19,0,0,0,0,0,0,0,0,0,0,12,0
"All Country",2000-03-26,0,0,0,0,0,0,0,0,0,0,13,0
"All Country",2000-04-02,0,0,0,0,0,0,0,0,0,1,14,0
"All Country",2000-04-09,0,0,0,0,0,0,0,0,0,1,15,0
"All Country",2000-04-16,0,0,0,0,0,0,0,0,0,0,16,0
"All Country",2000-04-23,0,0,0,0,0,0,0,0,0,0,17,0
"All Country",2000-04-30,0,0,0,0,0,0,0,0,0,4,18,0
"All Country",2000-05-07,0,0,0,0,0,0,0,0,0,3,19,0
"All Country",2000-05-14,0,0,0,0,0,0,0,0,0,3,20,0
"All Country",2000-05-21,0,0,0,0,0,0,0,0,0,5,21,0
"All Country",2000-05-28,0,0,0,0,0,0,0,0,0,1,22,0
"All Country",2000-06-04,2,0,0,2,0,0,0,0,0,10,23,20
"All Country",2000-06-11,1,0,0,1,0,0,0,0,0,15,24,6.67
"All Country",2000-06-18,2,0,0,2,0,0,0,0,0,32,25,6.25
"All Country",2000-06-25,3,0,0,2,0,1,0,0,0,20,26,15
"All Country",2000-07-02,2,0,0,1,0,0,0,1,0,21,27,9.52
"All Country",2000-07-09,2,0,0,0,0,1,1,0,0,8,28,25
"All Country",2000-07-16,2,0,0,2,0,0,0,0,0,17,29,11.76
"All Country",2000-07-23,2,0,0,1,0,1,0,0,0,8,30,25
"All Country",2000-07-30,0,0,0,0,0,0,0,0,0,6,31,0
"All Country",2000-08-06,0,0,0,0,0,0,0,0,0,4,32,0
"All Country",2000-08-13,0,0,0,0,0,0,0,0,0,14,33,0
"All Country",2000-08-20,1,0,0,0,0,1,0,0,0,1,34,100
"All Country",2000-08-27,0,0,0,0,0,0,0,0,0,5,35,0
"All Country",2000-09-03,1,0,0,0,0,0,0,1,0,16,36,6.25
"All Country",2000-09-10,0,0,0,0,0,0,0,0,0,0,37,0
"All Country",2000-09-17,0,0,0,0,0,0,0,0,0,4,38,0
"All Country",2000-09-24,0,0,0,0,0,0,0,0,0,0,39,0
"All Country",2000-10-01,0,0,0,0,0,0,0,0,0,0,40,0
"All Country",2000-10-08,1,0,0,0,0,0,0,1,0,2,41,50
"All Country",2000-10-15,0,0,0,0,0,0,0,0,0,1,42,0
"All Country",2000-10-22,0,0,0,0,0,0,0,0,0,6,43,0
"All Country",2000-10-29,0,0,0,0,0,0,0,0,0,0,44,0
"All Country",2000-11-05,0,0,0,0,0,0,0,0,0,8,45,0
"All Country",2000-11-12,0,0,0,0,0,0,0,0,0,4,46,0
"All Country",2000-11-19,1,0,0,0,0,0,0,1,0,9,47,11.11
"All Country",2000-11-26,1,0,0,0,0,0,0,1,0,6,48,16.67
"All Country",2000-12-03,0,0,0,0,0,0,0,0,0,2,49,0
"All Country",2000-12-10,0,0,0,0,0,0,0,0,0,0,50,0
"All Country",2000-12-17,0,0,0,0,0,0,0,0,0,0,51,0
"All Country",2000-12-24,1,0,0,0,0,0,0,1,0,6,52,16.67
"All Country",2000-12-31,2,0,0,0,0,0,0,2,0,11,1,18.18
"All Country",2001-01-07,0,0,0,0,0,0,0,0,0,3,2,0
"All Country",2001-01-14,1,0,0,0,0,1,0,0,0,6,3,16.67
"All Country",2001-01-21,0,0,0,0,0,0,0,0,0,3,4,0
"All Country",2001-01-28,0,0,0,0,0,0,0,0,0,3,5,0
"All Country",2001-02-04,0,0,0,0,0,0,0,0,0,2,6,0
"All Country",2001-02-11,0,0,0,0,0,0,0,0,0,2,7,0
"All Country",2001-02-18,0,0,0,0,0,0,0,0,0,4,8,0
"All Country",2001-02-25,0,0,0,0,0,0,0,0,0,0,9,0
"All Country",2001-03-04,2,0,0,0,0,0,0,2,0,4,10,50
"All Country",2001-03-11,0,0,0,0,0,0,0,0,0,2,11,0
"All Country",2001-03-18,0,0,0,0,0,0,0,0,0,0,12,0
"All Country",2001-03-25,3,0,0,1,0,0,0,2,0,0,13,0
"All Country",2001-04-01,0,0,0,0,0,0,0,0,0,0,14,0
"All Country",2001-04-08,0,0,0,0,0,0,0,0,0,0,15,0
"All Country",2001-04-15,0,0,0,0,0,0,0,0,0,0,16,0
"All Country",2001-04-22,0,0,0,0,0,0,0,0,0,0,17,0
"All Country",2001-04-29,0,0,0,0,0,0,0,0,0,0,18,0
"All Country",2001-05-06,0,0,0,0,0,0,0,0,0,4,19,0
"All Country",2001-05-13,0,0,0,0,0,0,0,0,0,6,20,0
"All Country",2001-05-20,0,0,0,0,0,0,0,0,0,0,21,0
"All Country",2001-05-27,0,0,0,0,0,0,0,0,0,3,22,0
"All Country",2001-06-03,0,0,0,0,0,0,0,0,0,0,23,0
"All Country",2001-06-10,0,0,0,0,0,0,0,0,0,11,24,0
"All Country",2001-06-17,5,0,0,0,0,5,0,0,0,7,25,71.43
"All Country",2001-06-24,2,0,0,0,0,1,0,1,0,17,26,11.76
"All Country",2001-07-01,2,0,0,0,0,1,0,1,0,20,27,10
"All Country",2001-07-08,2,0,0,0,0,0,0,2,0,26,28,7.69
"All Country",2001-07-15,1,0,0,0,0,1,0,0,0,17,29,5.88
"All Country",2001-07-22,3,0,0,0,0,3,0,0,0,19,30,15.79
"All Country",2001-07-29,0,0,0,0,0,0,0,0,0,16,31,0
"All Country",2001-08-05,0,0,0,0,0,0,0,0,0,7,32,0
"All Country",2001-08-12,0,0,0,0,0,0,0,0,0,14,33,0
"All Country",2001-08-19,0,0,0,0,0,0,0,0,0,4,34,0
"All Country",2001-08-26,0,0,0,0,0,0,0,0,0,0,0,0
"All Country",2001-09-02,0,0,0,0,0,0,0,0,0,0,0,0
"All Country",2001-09-09,0,0,0,0,0,0,0,0,0,0,0,0
"All Country",2001-09-16,0,0,0,0,0,0,0,0,0,0,38,0
"All Country",2001-09-23,0,0,0,0,0,0,0,0,0,0,39,0
"All Country",2001-09-30,0,0,0,0,0,0,0,0,0,0,40,0
"All Country",2001-10-07,0,0,0,0,0,0,0,0,0,0,41,0
"All Country",2001-10-14,0,0,0,0,0,0,0,0,0,0,42,0
"All Country",2001-10-21,0,0,0,0,0,0,0,0,0,0,43,0
"All Country",2001-10-28,0,0,0,0,0,0,0,0,0,0,0,0
"All Country",2001-11-04,0,0,0,0,0,0,0,0,0,0,0,0
"All Country",2001-11-11,0,0,0,0,0,0,0,0,0,0,46,0
"All Country",2001-11-18,0,0,0,0,0,0,0,0,0,0,47,0
"All Country",2001-11-25,0,0,0,0,0,0,0,0,0,0,0,0
"All Country",2001-12-02,0,0,0,0,0,0,0,0,0,0,0,0
"All Country",2001-12-09,0,0,0,0,0,0,0,0,0,0,0,0
"All Country",2001-12-16,0,0,0,0,0,0,0,0,0,0,51,0
"All Country",2001-12-23,0,0,0,0,0,0,0,0,0,0,52,0
"All Country",2001-12-30,0,0,0,0,0,0,0,0,0,11,1,0
"All Country",2002-01-06,0,0,0,0,0,0,0,0,0,0,2,0
"All Country",2002-01-13,0,0,0,0,0,0,0,0,0,8,3,0
"All Country",2002-01-20,1,0,0,0,0,0,0,1,0,18,4,5.56
"All Country",2002-01-27,4,0,0,0,0,0,0,4,0,16,5,25
"All Country",2002-02-03,1,0,0,0,0,0,0,1,0,17,6,5.88
"All Country",2002-02-10,2,0,0,0,0,0,0,2,0,19,7,10.53
"All Country",2002-02-17,2,0,0,0,0,0,0,2,0,4,8,50
"All Country",2002-02-24,0,0,0,0,0,0,0,0,0,8,9,0
"All Country",2002-03-03,0,0,0,0,0,0,0,0,0,8,10,0
"All Country",2002-03-10,0,0,0,0,0,0,0,0,0,7,11,0
"All Country",2002-03-17,0,0,0,0,0,0,0,0,0,1,12,0
"All Country",2002-03-24,1,0,0,0,0,0,0,1,0,41,13,2.44
"All Country",2002-03-31,0,0,0,0,0,0,0,0,0,1,14,0
"All Country",2002-04-07,0,0,0,0,0,0,0,0,0,1,15,0
"All Country",2002-04-14,0,0,0,0,0,0,0,0,0,0,16,0
"All Country",2002-04-21,0,0,0,0,0,0,0,0,0,0,17,0
"All Country",2002-04-28,0,0,0,0,0,0,0,0,0,0,18,0
"All Country",2002-05-05,0,0,0,0,0,0,0,0,0,0,19,0
"All Country",2002-05-12,0,0,0,0,0,0,0,0,0,0,20,0
"All Country",2002-05-19,0,0,0,0,0,0,0,0,0,0,21,0
"All Country",2002-05-26,0,0,0,0,0,0,0,0,0,2,22,0
"All Country",2002-06-02,0,0,0,0,0,0,0,0,0,4,23,0
"All Country",2002-06-09,0,0,0,0,0,0,0,0,0,4,24,0
"All Country",2002-06-16,0,0,0,0,0,0,0,0,0,0,25,0
"All Country",2002-06-23,0,0,0,0,0,0,0,0,0,3,26,0
"All Country",2002-06-30,0,0,0,0,0,0,0,0,0,5,27,0
"All Country",2002-07-07,0,0,0,0,0,0,0,0,0,13,28,0
"All Country",2002-07-14,0,0,0,0,0,0,0,0,0,13,29,0
"All Country",2002-07-21,3,0,0,0,0,0,3,0,0,25,30,12
"All Country",2002-07-28,6,0,0,0,0,0,3,3,0,30,31,20
"All Country",2002-08-04,4,0,0,2,0,0,1,1,0,58,32,6.9
"All Country",2002-08-11,2,0,0,1,0,0,1,0,0,35,33,5.71
"All Country",2002-08-18,2,0,0,1,0,0,1,0,0,19,34,10.53
"All Country",2002-08-25,2,0,0,0,0,0,1,1,0,30,35,6.67
"All Country",2002-09-01,0,0,0,0,0,0,0,0,0,12,36,0
"All Country",2002-09-08,1,0,0,1,0,0,0,0,0,15,37,6.67
"All Country",2002-09-15,0,0,0,0,0,0,0,0,0,3,38,0
"All Country",2002-09-22,0,0,0,0,0,0,0,0,0,4,39,0
"All Country",2002-09-29,0,0,0,0,0,0,0,0,0,4,40,0
"All Country",2002-10-06,0,0,0,0,0,0,0,0,0,0,41,0
"All Country",2002-10-13,0,0,0,0,0,0,0,0,0,4,42,0
"All Country",2002-10-20,0,0,0,0,0,0,0,0,0,44,43,0
"All Country",2002-10-27,0,0,0,0,0,0,0,0,0,1,44,0
"All Country",2002-11-03,0,0,0,0,0,0,0,0,0,4,45,0
"All Country",2002-11-10,0,0,0,0,0,0,0,0,0,3,46,0
"All Country",2002-11-17,0,0,0,0,0,0,0,0,0,21,47,0
"All Country",2002-11-24,0,0,0,0,0,0,0,0,0,0,48,0
"All Country",2002-12-01,0,0,0,0,0,0,0,0,0,0,49,0
"All Country",2002-12-08,0,0,0,0,0,0,0,0,0,5,50,0
"All Country",2002-12-15,0,0,0,0,0,0,0,0,0,23,51,0
"All Country",2002-12-22,0,0,0,0,0,0,0,0,0,0,52,0
"All Country",2002-12-29,1,0,0,1,0,0,0,0,0,2,1,50
"All Country",2003-01-05,0,0,0,0,0,0,0,0,0,8,2,0
"All Country",2003-01-12,0,0,0,0,0,0,0,0,0,14,3,0
"All Country",2003-01-19,0,0,0,0,0,0,0,0,0,9,4,0
"All Country",2003-01-26,0,0,0,0,0,0,0,0,0,18,5,0
"All Country",2003-02-02,0,0,0,0,0,0,0,0,0,11,6,0
"All Country",2003-02-09,0,0,0,0,0,0,0,0,0,27,7,0
"All Country",2003-02-16,0,0,0,0,0,0,0,0,0,15,8,0
"All Country",2003-02-23,2,0,0,2,0,0,0,0,0,15,9,13.33
"All Country",2003-03-02,0,0,0,0,0,0,0,0,0,2,10,0
"All Country",2003-03-09,0,0,0,0,0,0,0,0,0,6,11,0
"All Country",2003-03-16,1,0,0,1,0,0,0,0,0,25,12,4
"All Country",2003-03-23,3,0,0,3,0,0,0,0,0,22,13,13.64
"All Country",2003-03-30,1,0,0,1,0,0,0,0,0,8,14,12.5
"All Country",2003-04-06,0,0,0,0,0,0,0,0,0,2,15,0
"All Country",2003-04-13,1,0,0,1,0,0,0,0,0,17,16,5.88
"All Country",2003-04-20,0,0,0,0,0,0,0,0,0,6,17,0
"All Country",2003-04-27,0,0,0,0,0,0,0,0,0,4,18,0
"All Country",2003-05-04,0,0,0,0,0,0,0,0,0,2,19,0
"All Country",2003-05-11,0,0,0,0,0,0,0,0,0,0,20,0
"All Country",2003-05-18,0,0,0,0,0,0,0,0,0,2,21,0
"All Country",2003-05-25,0,0,0,0,0,0,0,0,0,1,22,0
"All Country",2003-06-01,0,0,0,0,0,0,0,0,0,5,23,0
"All Country",2003-06-08,0,0,0,0,0,0,0,0,0,5,24,0
"All Country",2003-06-15,0,0,0,0,0,0,0,0,0,7,25,0
"All Country",2003-06-22,0,0,0,0,0,0,0,0,0,6,26,0
"All Country",2003-06-29,0,0,0,0,0,0,0,0,0,22,27,0
"All Country",2003-07-06,0,0,0,0,0,0,0,0,0,16,28,0
"All Country",2003-07-13,3,0,0,3,0,0,0,0,0,25,29,12
"All Country",2003-07-20,3,0,0,1,0,0,0,2,0,68,30,4.41
"All Country",2003-07-27,3,0,0,2,0,0,0,1,0,47,31,6.38
"All Country",2003-08-03,3,0,0,1,0,0,0,2,0,46,32,6.52
"All Country",2003-08-10,9,0,0,3,0,0,2,4,0,53,33,16.98
"All Country",2003-08-17,3,0,0,0,0,0,3,0,0,78,34,3.85
"All Country",2003-08-24,1,0,0,0,0,0,0,1,0,46,35,2.17
"All Country",2003-08-31,1,0,0,0,0,0,0,1,0,21,36,4.76
"All Country",2003-09-07,3,0,0,0,0,0,0,3,0,33,37,9.09
"All Country",2003-09-14,1,0,0,0,0,0,1,0,0,22,38,4.55
"All Country",2003-09-21,4,0,0,0,0,0,0,4,0,15,39,26.67
"All Country",2003-09-28,1,0,0,0,0,0,1,0,0,20,40,5
"All Country",2003-10-05,5,0,0,0,0,0,0,5,0,21,41,23.81
"All Country",2003-10-12,0,0,0,0,0,0,0,0,0,11,42,0
"All Country",2003-10-19,9,0,0,0,0,0,0,9,0,16,43,56.25
"All Country",2003-10-26,4,0,0,0,0,0,1,3,0,22,44,18.18
"All Country",2003-11-02,1,0,0,0,0,0,0,1,0,30,45,3.33
"All Country",2003-11-09,0,0,0,0,0,0,0,0,0,19,46,0
"All Country",2003-11-16,0,0,0,0,0,0,0,0,0,17,47,0
"All Country",2003-11-23,0,0,0,0,0,0,0,0,0,16,48,0
"All Country",2003-11-30,0,0,0,0,0,0,0,0,0,24,49,0
"All Country",2003-12-07,0,0,0,0,0,0,0,0,0,9,50,0
"All Country",2003-12-14,1,0,0,0,0,0,0,1,0,20,51,5
"All Country",2003-12-21,0,0,0,0,0,0,0,0,0,7,52,0
"All Country",2003-12-28,0,0,0,0,0,0,0,0,0,17,53,0
"All Country",2004-01-04,3,0,0,1,0,0,2,0,0,18,1,16.67
"All Country",2004-01-11,4,0,1,3,0,0,0,0,0,18,2,22.22
"All Country",2004-01-18,1,0,0,0,0,0,0,1,0,33,3,3.03
"All Country",2004-01-25,8,0,2,5,0,0,0,1,0,275,4,2.91
"All Country",2004-02-01,19,0,2,15,0,0,0,2,0,317,5,5.99
"All Country",2004-02-08,9,0,0,9,0,0,0,0,0,160,6,5.62
"All Country",2004-02-15,7,0,0,5,0,0,0,2,0,103,7,6.8
"All Country",2004-02-22,5,0,1,3,0,0,0,1,0,94,8,5.32
"All Country",2004-02-29,1,0,0,1,0,0,0,0,0,28,9,3.57
"All Country",2004-03-07,2,0,0,2,0,0,0,0,0,17,10,11.76
"All Country",2004-03-14,0,0,0,0,0,0,0,0,0,9,11,0
"All Country",2004-03-21,1,0,0,1,0,0,0,0,0,2,12,50
"All Country",2004-03-28,0,0,0,0,0,0,0,0,0,5,13,0
"All Country",2004-04-04,0,0,0,0,0,0,0,0,0,3,14,0
"All Country",2004-04-11,0,0,0,0,0,0,0,0,0,0,15,0
"All Country",2004-04-18,1,0,0,0,0,0,0,1,0,2,16,50
