"reporting_country","clade","date","clade_group"
"Thailand",NA,2023-05-08,"Others"
"Thailand",NA,2023-06-05,"Others"
"Thailand",NA,2023-06-05,"Others"
"Thailand",NA,2023-06-05,"Others"
"Thailand",NA,2023-07-10,"Others"
"Thailand",NA,2023-07-10,"Others"
"Thailand",NA,2023-07-10,"Others"
"Thailand",NA,2023-07-10,"Others"
"Thailand",NA,2023-08-07,"Others"
"Thailand",NA,2023-08-07,"Others"
"Thailand",NA,2023-08-07,"Others"
"Thailand",NA,2023-08-07,"Others"
"Thailand",NA,2023-08-07,"Others"
"Thailand",NA,2023-09-11,"Others"
"Thailand",NA,2023-09-11,"Others"
"Thailand",NA,2023-09-11,"Others"
"Thailand",NA,2023-09-11,"Others"
"Thailand",NA,2023-09-11,"Others"
"Thailand",NA,2023-09-11,"Others"
"Thailand",NA,2023-10-09,"Others"
"Thailand",NA,2023-10-09,"Others"
"Thailand",NA,2023-11-06,"Others"
"Thailand",NA,2023-11-06,"Others"
"Thailand",NA,2023-11-06,"Others"
"Thailand",NA,2023-11-06,"Others"
"Thailand",NA,2023-11-13,"Others"
"Thailand",NA,2023-11-13,"Others"
"Thailand",NA,2023-11-13,"Others"
"Thailand",NA,2023-11-13,"Others"
"Thailand",NA,2023-11-13,"Others"
"Thailand",NA,2023-11-13,"Others"
"Thailand",NA,2023-11-13,"Others"
"Thailand",NA,2023-11-13,"Others"
"Thailand",NA,2023-11-13,"Others"
"Thailand",NA,2023-11-13,"Others"
"Thailand",NA,2023-11-13,"Others"
"Thailand",NA,2023-11-13,"Others"
"Thailand",NA,2023-11-13,"Others"
"Thailand",NA,2023-11-13,"Others"
"Thailand",NA,2023-11-13,"Others"
"Thailand",NA,2023-11-13,"Others"
"Thailand",NA,2023-11-13,"Others"
"Thailand",NA,2023-11-13,"Others"
"Thailand",NA,2023-11-13,"Others"
"Thailand",NA,2023-11-13,"Others"
"Indonesia",NA,NA,"Others"
"Indonesia",NA,NA,"Others"
"Indonesia",NA,NA,"Others"
"Indonesia",NA,NA,"Others"
"Indonesia",NA,NA,"Others"
"Indonesia",NA,NA,"Others"
"Indonesia",NA,NA,"Others"
"Indonesia",NA,NA,"Others"
"Indonesia",NA,NA,"Others"
"Thailand",NA,2023-11-13,"Others"
"Thailand",NA,2023-11-13,"Others"
"Thailand",NA,2023-11-13,"Others"
"Thailand",NA,2023-11-20,"Others"
"Thailand",NA,2023-11-20,"Others"
"Thailand",NA,2023-11-20,"Others"
"Thailand",NA,2023-11-20,"Others"
"Thailand",NA,2023-11-20,"Others"
"Thailand",NA,2023-11-20,"Others"
"Thailand",NA,2023-11-20,"Others"
"Thailand",NA,2023-11-20,"Others"
"Thailand",NA,2023-11-20,"Others"
"Thailand",NA,2023-11-20,"Others"
"Thailand",NA,2023-11-20,"Others"
"Thailand",NA,2023-11-20,"Others"
"Thailand",NA,2023-11-20,"Others"
"Thailand",NA,2023-11-20,"Others"
"Thailand",NA,2023-11-20,"Others"
"Thailand",NA,2023-11-20,"Others"
"Thailand",NA,2023-11-20,"Others"
"Thailand",NA,2023-11-27,"Others"
"Thailand",NA,2023-11-27,"Others"
"Thailand",NA,2023-11-27,"Others"
"Thailand",NA,2023-11-27,"Others"
"Thailand",NA,2023-11-27,"Others"
"Thailand",NA,2023-11-27,"Others"
"Thailand",NA,2023-11-27,"Others"
"Thailand",NA,2023-11-27,"Others"
"Thailand",NA,2023-11-27,"Others"
"Thailand",NA,2023-11-27,"Others"
"Thailand",NA,2023-11-27,"Others"
"Thailand",NA,2023-11-27,"Others"
"Thailand",NA,2023-11-27,"Others"
"Thailand",NA,2023-12-04,"Others"
"Thailand",NA,2023-12-04,"Others"
"Thailand",NA,2023-12-04,"Others"
"Thailand",NA,2023-12-04,"Others"
"Thailand",NA,2023-12-04,"Others"
"Thailand",NA,2023-12-04,"Others"
"Thailand",NA,2023-12-04,"Others"
"Thailand",NA,2023-12-04,"Others"
"Thailand",NA,2023-12-11,"Others"
"Thailand",NA,2023-12-11,"Others"
"Thailand",NA,2023-12-11,"Others"
"Thailand",NA,2023-12-11,"Others"
"Thailand",NA,2023-12-11,"Others"
"Thailand",NA,2023-12-11,"Others"
"Thailand",NA,2023-12-11,"Others"
"Thailand",NA,2023-12-18,"Others"
"Thailand",NA,2023-12-18,"Others"
"Thailand",NA,2023-12-18,"Others"
"Thailand",NA,2023-12-18,"Others"
"Thailand",NA,2023-12-18,"Others"
"Thailand",NA,2023-12-18,"Others"
"Thailand",NA,2023-12-18,"Others"
"Indonesia",NA,NA,"Others"
"Indonesia",NA,NA,"Others"
"Indonesia",NA,NA,"Others"
"Indonesia",NA,NA,"Others"
"Indonesia",NA,NA,"Others"
"Indonesia",NA,NA,"Others"
"Indonesia",NA,NA,"Others"
"Thailand",NA,2023-12-25,"Others"
"Thailand",NA,2023-12-25,"Others"
"Thailand",NA,2023-12-25,"Others"
"Thailand",NA,2024-01-01,"Others"
"Thailand",NA,2024-01-01,"Others"
"Thailand",NA,2024-01-01,"Others"
"Indonesia",NA,NA,"Others"
"Indonesia",NA,NA,"Others"
"Indonesia",NA,NA,"Others"
"Indonesia",NA,NA,"Others"
"Indonesia",NA,NA,"Others"
"Indonesia",NA,NA,"Others"
"Thailand",NA,2024-01-01,"Others"
"Thailand",NA,2024-01-01,"Others"
"Thailand",NA,2024-01-08,"Others"
"Thailand",NA,2024-01-08,"Others"
"Thailand",NA,2024-01-08,"Others"
"Thailand",NA,2024-01-08,"Others"
"Thailand",NA,2024-01-08,"Others"
"Thailand",NA,2024-01-08,"Others"
"Thailand",NA,2024-01-15,"Others"
"Thailand",NA,2024-01-15,"Others"
"Thailand",NA,2024-01-15,"Others"
"Thailand",NA,2024-01-15,"Others"
"Thailand",NA,2024-01-15,"Others"
"Thailand",NA,2024-01-15,"Others"
"Thailand",NA,2024-01-15,"Others"
"Thailand",NA,2024-01-15,"Others"
"Thailand",NA,2024-01-15,"Others"
"Thailand",NA,2024-01-15,"Others"
"Thailand",NA,2024-01-15,"Others"
"Thailand",NA,2024-01-15,"Others"
"Thailand",NA,2024-01-15,"Others"
"Thailand",NA,2024-01-15,"Others"
"Thailand",NA,2024-01-15,"Others"
"Thailand",NA,2024-01-15,"Others"
"Thailand",NA,2024-01-15,"Others"
"Thailand",NA,2024-01-15,"Others"
"Thailand",NA,2024-01-22,"Others"
"Thailand",NA,2024-01-22,"Others"
"Thailand",NA,2024-01-22,"Others"
"Indonesia",NA,NA,"Others"
"Indonesia",NA,NA,"Others"
"Indonesia",NA,NA,"Others"
"Thailand",NA,2023-12-18,"Others"
"Thailand",NA,2024-01-29,"Others"
"Thailand",NA,2024-01-29,"Others"
"Thailand",NA,2024-01-29,"Others"
"Thailand",NA,2024-02-05,"Others"
"Thailand",NA,2024-02-05,"Others"
"Thailand",NA,2024-02-05,"Others"
"Thailand",NA,2024-02-05,"Others"
"Thailand",NA,2024-02-05,"Others"
"Thailand",NA,2024-02-05,"Others"
"Thailand",NA,2024-02-12,"Others"
"Thailand",NA,2023-10-23,"Others"
"Thailand",NA,2024-02-12,"Others"
"Thailand",NA,2024-02-12,"Others"
"Thailand",NA,2024-02-12,"Others"
"Thailand",NA,2024-02-12,"Others"
"Thailand",NA,2024-02-19,"Others"
"Thailand",NA,2024-02-19,"Others"
"Thailand",NA,2024-02-19,"Others"
"Thailand",NA,2024-02-19,"Others"
"Thailand",NA,2024-02-19,"Others"
"Thailand",NA,2024-02-19,"Others"
"Thailand",NA,2024-02-19,"Others"
"Thailand",NA,2024-02-19,"Others"
"Thailand",NA,2024-02-19,"Others"
"Thailand",NA,2024-02-26,"Others"
"Indonesia",NA,NA,"Others"
"Indonesia",NA,NA,"Others"
"Indonesia",NA,NA,"Others"
"Thailand",NA,2024-02-26,"Others"
"Thailand",NA,2024-02-26,"Others"
"Thailand",NA,2024-02-26,"Others"
"Thailand",NA,2024-02-26,"Others"
"Thailand",NA,2024-03-04,"Others"
"Thailand",NA,2024-03-04,"Others"
"Thailand",NA,2024-03-11,"Others"
"Thailand",NA,2024-03-18,"Others"
"Thailand",NA,2024-03-18,"Others"
"Thailand",NA,2024-03-25,"Others"
"Thailand",NA,2024-03-25,"Others"
"Thailand",NA,2024-03-25,"Others"
"Thailand",NA,2024-03-25,"Others"
"Thailand",NA,2024-04-01,"Others"
"Thailand",NA,2024-04-01,"Others"
"Thailand",NA,2024-04-01,"Others"
"Thailand",NA,2024-04-08,"Others"
"Thailand",NA,2024-04-08,"Others"
"Thailand",NA,2024-04-15,"Others"
"Thailand",NA,2024-04-15,"Others"
"Thailand",NA,2024-04-15,"Others"
"Thailand",NA,2024-04-15,"Others"
"Thailand",NA,2024-04-15,"Others"
"Thailand",NA,2024-04-22,"Others"
"Thailand",NA,2024-04-22,"Others"
"Thailand",NA,2024-04-22,"Others"
"Thailand",NA,2024-04-22,"Others"
"Thailand",NA,2024-04-22,"Others"
"Thailand",NA,2024-04-22,"Others"
"Thailand",NA,2024-04-22,"Others"
"Thailand",NA,2024-04-29,"Others"
"Thailand",NA,2024-04-29,"Others"
"Thailand",NA,2024-05-06,"Others"
"Thailand",NA,2024-05-06,"Others"
"Thailand",NA,2024-05-06,"Others"
"Thailand",NA,2024-05-06,"Others"
"Thailand",NA,2024-05-06,"Others"
"Thailand",NA,2024-05-13,"Others"
"Thailand",NA,2024-05-13,"Others"
"Thailand",NA,2024-05-13,"Others"
"Thailand",NA,2024-05-13,"Others"
"Thailand",NA,2024-05-13,"Others"
"Thailand",NA,2024-05-13,"Others"
"Thailand",NA,2024-05-13,"Others"
"Thailand",NA,2024-05-20,"Others"
"Thailand",NA,2024-05-20,"Others"
"Thailand",NA,2024-05-20,"Others"
"Thailand",NA,2024-05-20,"Others"
"Thailand",NA,2024-05-20,"Others"
"Thailand",NA,2024-05-20,"Others"
"Thailand",NA,2024-05-27,"Others"
"Thailand",NA,2024-05-27,"Others"
"Thailand",NA,2024-06-03,"Others"
"Thailand",NA,2024-06-03,"Others"
"Thailand",NA,2024-06-10,"Others"
"Thailand",NA,2024-06-10,"Others"
"Thailand",NA,2024-06-10,"Others"
"Thailand",NA,2024-06-17,"Others"
"Thailand",NA,2024-06-24,"Others"
"Thailand",NA,2024-06-24,"Others"
"Indonesia",NA,NA,"Others"
"Indonesia",NA,NA,"Others"
"Nepal","clade IIb A.2.1.",2024-12-16,"Others"
"Nepal","clade IIb A.2.1.",2024-12-23,"Others"
"Thailand","Clade Ib",2025-01-06,"Clade Ib"
"Thailand","Clade II (subclade unknown)",2025-01-13,"Clade II"
"Thailand","Clade Ib",2025-01-13,"Clade Ib"
"Thailand",NA,2024-07-01,"Others"
"Thailand",NA,2024-07-01,"Others"
"Thailand",NA,2024-07-01,"Others"
"Thailand",NA,2024-07-01,"Others"
"Thailand",NA,2024-07-01,"Others"
"Thailand",NA,2024-07-08,"Others"
"Thailand",NA,2024-07-08,"Others"
"Thailand",NA,2024-07-08,"Others"
"Thailand",NA,2024-07-08,"Others"
"Thailand",NA,2024-07-08,"Others"
"Thailand",NA,2024-07-15,"Others"
"Thailand",NA,2024-07-15,"Others"
"Thailand",NA,2024-07-15,"Others"
"Thailand",NA,2024-07-15,"Others"
"Thailand",NA,2024-07-22,"Others"
"Thailand",NA,2024-07-22,"Others"
"Thailand",NA,2024-07-22,"Others"
"Thailand",NA,2024-07-29,"Others"
"Thailand",NA,2024-08-05,"Others"
"Thailand",NA,2024-08-05,"Others"
"Thailand",NA,2024-08-05,"Others"
"Thailand",NA,2024-08-05,"Others"
"Thailand",NA,2024-08-05,"Others"
"Thailand",NA,2024-08-12,"Others"
"Thailand",NA,2024-08-12,"Others"
"Thailand",NA,2024-08-19,"Others"
"Thailand",NA,2024-08-19,"Others"
"Thailand","Clade Ib",2024-08-19,"Clade Ib"
"Thailand",NA,2024-08-26,"Others"
"Thailand",NA,2024-09-02,"Others"
"Thailand",NA,2024-09-02,"Others"
"Thailand",NA,2024-09-09,"Others"
"Thailand",NA,2024-09-09,"Others"
"Thailand",NA,2024-09-09,"Others"
"Thailand",NA,2024-09-09,"Others"
"Thailand",NA,2024-09-23,"Others"
"Thailand",NA,2024-09-23,"Others"
"Thailand",NA,2024-09-23,"Others"
"Thailand",NA,2024-09-30,"Others"
"Thailand",NA,2024-09-30,"Others"
"Thailand",NA,2024-10-07,"Others"
"Thailand",NA,2024-10-07,"Others"
"Thailand",NA,2024-10-07,"Others"
"Thailand",NA,2024-10-07,"Others"
"Thailand",NA,2024-10-07,"Others"
"Thailand",NA,2024-10-14,"Others"
"Thailand",NA,2024-10-14,"Others"
"Thailand",NA,2024-10-21,"Others"
"Thailand",NA,2024-10-21,"Others"
"Thailand",NA,2024-10-21,"Others"
"Thailand",NA,2024-10-21,"Others"
"Thailand",NA,2024-10-28,"Others"
"Thailand",NA,2024-10-28,"Others"
"Thailand",NA,2024-10-28,"Others"
"Thailand",NA,2024-11-04,"Others"
"Thailand",NA,2024-11-04,"Others"
"Thailand",NA,2024-11-18,"Others"
"Thailand",NA,2024-11-18,"Others"
"Thailand",NA,2024-12-23,"Others"
"Thailand","Clade Ib",2025-01-20,"Clade Ib"
"Thailand","Clade II (subclade unknown)",2025-01-27,"Clade II"
"Thailand","Clade II (subclade unknown)",2025-01-27,"Clade II"
"Thailand","Clade II (subclade unknown)",2025-03-03,"Clade II"
"Thailand","Clade II (subclade unknown)",2025-03-03,"Clade II"
"Thailand","Clade II (subclade unknown)",2025-03-10,"Clade II"
"Thailand","Clade II (subclade unknown)",2025-03-10,"Clade II"
"Thailand","Clade II (subclade unknown)",2025-03-17,"Clade II"
"India","Clade IIb",NA,"Clade II"
"India","Clade Ib",NA,"Clade Ib"
"India","Clade IIb",NA,"Clade II"
"India","Clade IIb",NA,"Clade II"
"India","Clade Ib",NA,"Clade Ib"
"India","Clade Ib",NA,"Clade Ib"
"India","Clade IIb",NA,"Clade II"
"India","Clade IIb",NA,"Clade II"
"India","Clade IIb",NA,"Clade II"
"India","Clade Ib",NA,"Clade Ib"
"India","Clade Ib",NA,"Clade Ib"
"India","Clade Ib",NA,"Clade Ib"
"India","Clade Ib",NA,"Clade Ib"
"India","Clade Ib",NA,"Clade Ib"
"India","Clade Ib",NA,"Clade Ib"
"India","Clade Ib",NA,"Clade Ib"
"Thailand","Clade Ib",2025-03-31,"Clade Ib"
"Thailand","Clade II (subclade unknown)",2025-04-07,"Clade II"
"Thailand","Clade II (subclade unknown)",2025-04-21,"Clade II"
"Thailand","Clade II (subclade unknown)",2025-04-21,"Clade II"
"Thailand","Clade II (subclade unknown)",2025-04-21,"Clade II"
"Thailand","Clade II (subclade unknown)",2025-04-28,"Clade II"
"Thailand","Clade II (subclade unknown)",2025-04-28,"Clade II"
"Thailand","Clade II (subclade unknown)",2025-04-28,"Clade II"
"Thailand","Clade II (subclade unknown)",2025-04-28,"Clade II"
"Thailand","Clade II (subclade unknown)",2025-04-28,"Clade II"
"Thailand","Clade II (subclade unknown)",2025-04-28,"Clade II"
"Thailand","Clade II (subclade unknown)",2025-04-28,"Clade II"
"Thailand","Clade II (subclade unknown)",2025-05-05,"Clade II"
"Thailand","Clade II (subclade unknown)",2025-05-12,"Clade II"
"Thailand","Clade II (subclade unknown)",2025-05-12,"Clade II"
"Thailand","Clade II (subclade unknown)",2025-05-12,"Clade II"
"Thailand","Clade II (subclade unknown)",2025-05-12,"Clade II"
"Thailand","Clade II (subclade unknown)",2025-05-12,"Clade II"
"Thailand","Clade II (subclade unknown)",2025-05-19,"Clade II"
"Thailand","Clade II (subclade unknown)",2025-05-26,"Clade II"
"Thailand","Clade II (subclade unknown)",2025-05-26,"Clade II"
"Thailand","Clade II (subclade unknown)",2025-05-26,"Clade II"
"Thailand","Clade II (subclade unknown)",2025-05-26,"Clade II"
"Nepal","clade IIb A.2.1.",2025-06-16,"Others"
"Nepal","clade IIb A.2.1.",2025-06-23,"Others"
"Thailand","Clade II (subclade unknown)",2025-06-02,"Clade II"
"Thailand","Clade II (subclade unknown)",2025-06-02,"Clade II"
"Thailand","Clade II (subclade unknown)",2025-06-02,"Clade II"
"Thailand","Clade II (subclade unknown)",2025-06-09,"Clade II"
"Thailand","Clade II (subclade unknown)",2025-06-16,"Clade II"
"Thailand","Clade II (subclade unknown)",2025-06-16,"Clade II"
"Thailand","Clade II (subclade unknown)",2025-06-16,"Clade II"
"Thailand","Clade II (subclade unknown)",2025-06-16,"Clade II"
"Thailand","Clade II (subclade unknown)",2025-06-23,"Clade II"
"Thailand","Clade II (subclade unknown)",2025-06-23,"Clade II"
"Thailand","Clade II (subclade unknown)",2025-06-23,"Clade II"
"Thailand","Clade II (subclade unknown)",2025-06-30,"Clade II"
"Thailand","Clade II (subclade unknown)",2025-06-30,"Clade II"
"Thailand","Clade II (subclade unknown)",2025-06-30,"Clade II"
"Thailand","Clade II (subclade unknown)",2025-07-07,"Clade II"
"Thailand","Clade II (subclade unknown)",2025-07-07,"Clade II"
"Thailand","Clade II (subclade unknown)",2025-07-07,"Clade II"
"Thailand","Clade II (subclade unknown)",2025-07-07,"Clade II"
"Thailand","Clade II (subclade unknown)",2025-07-14,"Clade II"
"Thailand","Clade II (subclade unknown)",2025-07-21,"Clade II"
"Thailand","Clade II (subclade unknown)",2025-07-14,"Clade II"
"Thailand","Clade II (subclade unknown)",2025-07-21,"Clade II"
"Thailand","Clade II (subclade unknown)",2025-07-21,"Clade II"
"Thailand","Clade II (subclade unknown)",2025-07-21,"Clade II"
"Thailand","Clade II (subclade unknown)",2025-07-21,"Clade II"
"Thailand","Clade II (subclade unknown)",2025-07-21,"Clade II"
"Thailand","Clade II (subclade unknown)",2025-07-28,"Clade II"
"Thailand","Clade II (subclade unknown)",2025-07-28,"Clade II"
"Thailand","Clade II (subclade unknown)",2025-07-28,"Clade II"
"Sri Lanka",NA,2025-08-11,"Others"
"Thailand","Clade II (subclade unknown)",2025-08-04,"Clade II"
"Thailand","Clade II (subclade unknown)",2025-08-04,"Clade II"
"Thailand","Clade II (subclade unknown)",2025-08-04,"Clade II"
"Thailand","Clade II (subclade unknown)",2025-08-04,"Clade II"
"Thailand","Clade II (subclade unknown)",2025-08-11,"Clade II"
"Thailand","Clade II (subclade unknown)",2025-08-11,"Clade II"
"Thailand","Clade II (subclade unknown)",2025-08-18,"Clade II"
"Thailand","Clade II (subclade unknown)",2025-08-18,"Clade II"
"Thailand","Clade II (subclade unknown)",2025-08-18,"Clade II"
"Thailand","Clade II (subclade unknown)",2025-08-18,"Clade II"
"Thailand","Clade II (subclade unknown)",2025-08-18,"Clade II"
"Thailand","Clade Ib",2025-08-25,"Clade Ib"
"Thailand","Clade IIb",2025-09-01,"Clade II"
"Thailand","Clade II (subclade unknown)",2025-09-01,"Clade II"
"Thailand","Clade II (subclade unknown)",2025-09-01,"Clade II"
"Thailand","Clade II (subclade unknown)",2025-09-08,"Clade II"
"Thailand","Clade II (subclade unknown)",2025-09-08,"Clade II"
"Thailand","Clade Ib",2025-09-08,"Clade Ib"
"Thailand","Clade II (subclade unknown)",2025-09-08,"Clade II"
"Thailand","Clade II (subclade unknown)",2025-09-08,"Clade II"
"Thailand","Clade II (subclade unknown)",2025-09-08,"Clade II"
"Thailand","Clade II (subclade unknown)",2025-09-08,"Clade II"
"Thailand","Clade II (subclade unknown)",2025-09-08,"Clade II"
"Thailand","Clade II (subclade unknown)",2025-09-08,"Clade II"
"Thailand","Clade Ib",2025-09-08,"Clade Ib"
"Thailand","Clade II (subclade unknown)",2025-09-08,"Clade II"
"Thailand","Clade II (subclade unknown)",2025-09-15,"Clade II"
"Thailand","Clade II (subclade unknown)",2025-09-15,"Clade II"
"Thailand","Clade II (subclade unknown)",2025-09-15,"Clade II"
"Thailand","Clade II (subclade unknown)",2025-09-15,"Clade II"
"Thailand","Clade Ib",2025-09-15,"Clade Ib"
"Thailand","Clade II (subclade unknown)",2025-09-22,"Clade II"
"Thailand","Clade II (subclade unknown)",2025-09-22,"Clade II"
"Thailand","Clade II (subclade unknown)",2025-09-22,"Clade II"
"Thailand","Clade II (subclade unknown)",2025-09-22,"Clade II"
"Thailand","Clade Ib",2025-09-29,"Clade Ib"
"Thailand","Clade II (subclade unknown)",2025-09-29,"Clade II"
"Thailand","Clade II (subclade unknown)",2025-09-29,"Clade II"
"Thailand","Clade II (subclade unknown)",2025-10-06,"Clade II"
"Thailand","Clade II (subclade unknown)",2025-10-06,"Clade II"
"Thailand","Clade II (subclade unknown)",2025-10-06,"Clade II"
"Thailand","Clade II (subclade unknown)",2025-10-06,"Clade II"
"Thailand","Clade II (subclade unknown)",2025-10-06,"Clade II"
"Thailand","Clade II (subclade unknown)",2025-10-06,"Clade II"
"Thailand","Clade II (subclade unknown)",2025-10-06,"Clade II"
"Thailand","Clade II (subclade unknown)",2025-10-06,"Clade II"
"Thailand","Clade II (subclade unknown)",2025-10-06,"Clade II"
"Thailand","Clade II (subclade unknown)",2025-10-13,"Clade II"
"Thailand","Clade II (subclade unknown)",2025-10-13,"Clade II"
"Thailand","Clade II (subclade unknown)",2025-10-13,"Clade II"
"Thailand","Clade II (subclade unknown)",2025-10-13,"Clade II"
"Thailand","Clade II (subclade unknown)",2025-10-13,"Clade II"
"Thailand","Clade II (subclade unknown)",2025-10-13,"Clade II"
"Thailand","Clade II (subclade unknown)",2025-10-13,"Clade II"
"Thailand","Clade II (subclade unknown)",2025-10-20,"Clade II"
"Thailand","Clade II (subclade unknown)",2025-10-20,"Clade II"
"Thailand","Clade II (subclade unknown)",2025-10-20,"Clade II"
"Thailand","Clade II (subclade unknown)",2025-10-20,"Clade II"
"Thailand","Clade II (subclade unknown)",2025-10-20,"Clade II"
"Thailand","Clade II (subclade unknown)",2025-10-27,"Clade II"
"Thailand","Clade II (subclade unknown)",2025-10-27,"Clade II"
"Thailand","Clade II (subclade unknown)",2025-10-27,"Clade II"
"Thailand","Clade II (subclade unknown)",2025-10-27,"Clade II"
"Thailand","Clade II (subclade unknown)",2025-10-27,"Clade II"
"Thailand","Clade II (subclade unknown)",2025-10-27,"Clade II"
"Thailand","Clade II (subclade unknown)",2025-10-27,"Clade II"
